Race,Season,Driver,Team,LapNumber,LapTime_s,Sector1_s,Sector2_s,Sector3_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,IsAccurate,FreshTyre,FuelLoad_kg,FuelCorrection_s,SpeedI1,SpeedI2,SpeedFL,SpeedST
Singapore,2023,GAS,Alpine,62.0,102.273,28.909,45.047,28.317,HARD,42.0,2.0,,,6.0,12,True,True,10.8,0.324,289.0,264.0,235.0,284.0
Singapore,2023,PER,Red Bull Racing,1.0,111.589,,46.76,28.971,HARD,1.0,1.0,,,13.0,12,False,True,108.4,3.252,299.0,264.0,240.0,231.0
Singapore,2023,PER,Red Bull Racing,2.0,102.009,29.751,43.405,28.853,HARD,2.0,1.0,,,13.0,12,True,True,106.8,3.204,294.0,265.0,242.0,285.0
Singapore,2023,PER,Red Bull Racing,3.0,101.622,29.517,43.509,28.596,HARD,3.0,1.0,,,13.0,1,True,True,105.2,3.156,312.0,269.0,242.0,283.0
Singapore,2023,PER,Red Bull Racing,4.0,101.354,29.23,43.438,28.686,HARD,4.0,1.0,,,13.0,1,True,True,103.6,3.108,310.0,268.0,242.0,297.0
Singapore,2023,PER,Red Bull Racing,5.0,101.331,29.183,43.475,28.673,HARD,5.0,1.0,,,13.0,1,True,True,102.0,3.06,301.0,264.0,245.0,295.0
Singapore,2023,PER,Red Bull Racing,6.0,103.147,29.253,44.035,29.859,HARD,6.0,1.0,,,13.0,1,True,True,100.4,3.012,309.0,269.0,234.0,296.0
Singapore,2023,PER,Red Bull Racing,7.0,101.353,29.907,43.064,28.382,HARD,7.0,1.0,,,13.0,1,True,True,98.8,2.964,291.0,251.0,242.0,280.0
Singapore,2023,PER,Red Bull Racing,8.0,100.556,29.459,42.772,28.325,HARD,8.0,1.0,,,13.0,1,True,True,97.2,2.916,283.0,257.0,242.0,281.0
Singapore,2023,PER,Red Bull Racing,9.0,100.694,29.46,43.002,28.232,HARD,9.0,1.0,,,13.0,1,True,True,95.6,2.868,288.0,260.0,244.0,284.0
Singapore,2023,PER,Red Bull Racing,10.0,100.643,29.403,43.042,28.198,HARD,10.0,1.0,,,13.0,1,True,True,94.0,2.82,284.0,260.0,243.0,285.0
